_key,Ts,co2ppmCorrected,co2ppmPureSens,humidity,pumpStatus,soilHum,soilTemp,temperature,z_counter
-Mmmmwa2BM1Vs5884NLZ,1635087272323,1032.67407,1418.31445,76.5,0,75,28.5,28.8,2525
-Mmmn-Cv4wsCbBNCETnl,1635087287163,1032.05408,1418.31445,76.6,0,75,28.5,28.8,2526
-Mmmn2pMg0eefPmCX5y_,1635087301975,1017.62689,1418.31445,76.5,0,75,28.5,28.8,2527
-Mmmn6Rl03uORV0ZWVOf,1635087316785,1017.62689,1547.97961,76.5,0,75,28.5,28.8,2528
-MmmnA3POJ56Mxy7vHB5,1635087331610,988.06812,1439.28625,76.5,0,75,28.5,28.8,2529
-MmmnDiNNiKG-iMznbFe,1635087346584,959.21143,1418.31445,76.5,0,76,28.5,28.8,2530
-MmmnHMY7bjUFj-2nzVc,1635087361508,1002.15704,1356.8866,76.6,0,75,28.5,28.8,2531
-MmmnKzoq0z0lVNPUMy9,1635087376372,972.38446,1418.31445,76.7,0,75,28.5,28.8,2532
-MmmnOe4Yj4iIpHNlHL2,1635087391365,987.4751,1356.8866,76.6,0,75,28.5,28.8,2533
-MmmnSGkYHjzDjIIAv3E,1635087406193,1017.01605,1503.7251,76.6,0,75,28.5,28.8,2534
-MmmnVuCZ0c6U69Q753-,1635087421069,1017.01605,1336.89807,76.6,0,75,28.5,28.8,2535
-MmmnZmDg9uWjYKdXRhX,1635087436942,972.96863,1317.14929,76.6,0,75,28.5,28.8,2536
-MmmnclmiFq6rqUwVcX_,1635087453299,958.63574,1377.11694,76.6,0,75,28.5,28.8,2537
-MmmngP0Fb1tYq40c4jb,1635087468161,1141.11621,1297.63794,76.8,0,75,28.5,28.8,2538
-Mmmnk1nDq8A1YNDsoN4,1635087483059,728.73944,1000.01477,76.7,0,75,28.5,28.7,2539
-MmmnnevXBZlnSWncnN5,1635087497916,875.66193,1221.91772,76.7,0,76,28.5,28.8,2540
-MmmnrHsXEMqVeEq5CFn,1635087512760,903.94635,1259.31775,76.6,0,75,28.5,28.7,2541
-Mmmnuusd72TKtl_CJq1,1635087527608,1047.10559,1418.31445,76.8,0,75,28.5,28.7,2542
-MmmnyZ0W711jQ88jVAn,1635087542529,930.3349,1439.28625,76.8,0,75,28.5,28.7,2543
-Mmmo1C92beRst6ALXrn,1635087557450,929.21808,1240.50366,77,0,75,28.5,28.7,2544
-Mmmo4oqpf81fDJdsqH1,1635087572279,929.21808,1439.28625,77,0,75,28.5,28.7,2545
-Mmmo8Rk25g2kPvqSAjn,1635087587120,1045.84839,1439.28625,77,0,75,28.5,28.7,2546
-MmmoC2zX3683k2yagr6,1635087601919,1124.61255,1547.97961,77,0,75,28.5,28.7,2547
-MmmoFuWhNSze_4BvR7a,1635087617698,1174.1582,1593.29517,77,0,75,28.5,28.7,2548
-MmmoJWjJqsQpoWVtBg8,1635087632495,1174.1582,1570.5033,77,0,75,28.5,28.7,2549
-MmmoN88Rm9l81a2pe61,1635087647306,1123.93726,1570.5033,77.1,0,75,28.5,28.7,2550
-MmmoQkLjNdo_W2V3FSN,1635087662102,1123.26184,1570.5033,77.2,0,75,28.5,28.7,2551
-MmmoUMY84qNb1EtA3jo,1635087676900,971.0614,1525.72095,77.1,0,75,28.5,28.7,2552
-MmmoXz7-wD7nQT97me7,1635087691721,914.8645,1297.63794,77.1,0,75,28.5,28.7,2553
-MmmoaabvZgid5esDYTt,1635087706536,1030.65002,1460.51025,77,0,75,28.5,28.7,2554
-MmmoeCvCLfS287h0Q7d,1635087721339,1174.1582,1639.69299,77,0,75,28.5,28.7,2555
-MmmohquEXeT2G0ufWzI,1635087736251,1157.448,1616.3573,77,0,75,28.5,28.7,2556
-MmmolYs9SDykgX2X8Ee,1635087751417,1092.54468,1525.72095,77,0,75,28.5,28.7,2557
-MmmopE4ex4yKu83FMK0,1635087766469,1091.88843,1503.7251,77.1,0,75,28.5,28.7,2558
-MmmoswuVhuoFWx2rfoW,1635087781690,1045.21997,1547.97961,77.1,0,75,28.5,28.7,2559
-MmmoxG3smL_IzwaYVYl,1635087799364,1107.15222,1547.97961,77.2,0,75,28.5,28.7,2560
-Mmmp-tLgkQetr5fw72o,1635087814230,985.53943,1377.11694,77.1,0,75,28.5,28.7,2561
-Mmmp3Vs72eYnoUghaQU,1635087829049,957.33148,1356.8866,77,0,75,28.5,28.7,2562
-Mmmp79eeTrBuc4MHIL2,1635087844011,1225.4834,1687.19556,77,0,75,28.5,28.7,2563
-MmmpAlqpvwnUBI3-Qpm,1635087858807,1351.66077,1862.48096,77.1,0,75,28.5,28.7,2564
-MmmpEOAqa8ZyHQgfVA_,1635087873612,1207.44836,1785.60461,77.1,0,75,28.5,28.7,2565
-MmmpI-bhAY3hFv_tcXO,1635087888423,1242.25024,1711.36816,77.1,0,75,28.4375,28.7,2566
-MmmpLc14J1ETMduFpio,1635087903234,1173.453,1639.69299,77.1,0,75,28.4375,28.7,2567
-MmmpPEGASPSkXDJHWlZ,1635087918034,1140.93347,1616.3573,77,0,75,28.4375,28.7,2568
-MmmpSqKsMCFVbl4XxBS,1635087932822,887.77155,1240.50366,77.1,0,75,28.5,28.7,2569
-MmmpWSzdrchkgiGow-L,1635087947648,984.9472,1377.11694,77.2,0,75,28.4375,28.7,2570
-Mmmp_4NkXeu9wMz5YYV,1635087962456,929.77631,1297.63794,76.9,0,75,28.5,28.7,2571
-MmmpcyXZhI6OMuxvSwX,1635087978403,987.31702,1460.51025,76.8,0,75,28.5,28.7,2572
-Mmmpg_xNqttyxdZca8r,1635087993213,1174.86401,1616.3573,76.9,0,75,28.5,28.7,2573
-MmmpkCQ9Qy8EhHt-gae,1635088008027,1174.86401,1616.3573,76.9,0,75,28.4375,28.7,2574
-MmmpnokIGDJgDKy9n4n,1635088022833,1190.35107,1687.19556,77.1,0,75,28.4375,28.7,2575
-MmmprRQpHmbKDLiEcl0,1635088037659,1208.17419,1663.30505,77,0,75,28.5,28.7,2576
-Mmmpv2uEQhbWWVZCEbg,1635088052474,1207.44836,1616.3573,77.1,0,75,28.5,28.7,2577
-MmmpyfHyxgYQ0c49L4g,1635088067283,1173.453,1616.3573,77.1,0,75,28.4375,28.7,2578
-Mmmq1HZXVbmzmV1z8Ep,1635088082085,1225.4834,1616.3573,77,0,75,28.4375,28.7,2579
-Mmmq4u7CqCQ8T_lZd2s,1635088096905,1157.448,1639.69299,77,0,75,28.4375,28.7,2580
-Mmmq8WuOCzZMi1iEp5f,1635088111739,1174.1582,1570.5033,77,0,75,28.4375,28.7,2581
-MmmqC8W6rzWxqh5F0mM,1635088126561,1123.93726,1570.5033,77.1,0,75,28.4375,28.7,2582
-MmmqFl-rzSL6wbJDNnL,1635088141376,1125.9646,1570.5033,76.8,0,75,28.4375,28.7,2583
-MmmqJNZqwbwtjj-Gpd2,1635088156196,1158.83899,1593.29517,76.8,0,75,28.4375,28.7,2584
-MmmqNCvFhCYm9_IaAIJ,1635088171899,1174.1582,1593.29517,77,0,75,28.4375,28.7,2585
-MmmqQpSDv0QfWF6rV5L,1635088186717,1156.75269,1639.69299,77.1,0,75,28.4375,28.7,2586
-MmmqURk4mhWEXrkTdX0,1635088201521,1123.26184,1570.5033,77.2,0,75,28.4375,28.7,2587
-MmmqY3Q3NFbZ2fUEH6j,1635088216347,1173.453,1639.69299,77.1,0,75,28.4375,28.7,2588
-Mmmqafk22A_DX-Zvl29,1635088231152,1175.38123,1616.3573,77,0,75,28.4375,28.6,2589
-MmmqeILaepODlFGmFam,1635088245974,1142.12207,1687.19556,77,0,75,28.4375,28.6,2590
-Mmmqhv0xbYsa9087v1x,1635088260801,1207.44836,1616.3573,77.1,0,75,28.4375,28.7,2591
-MmmqlXZpgQHzgcsSATm,1635088275620,1158.65356,1663.30505,77,0,75,28.4375,28.6,2592
-Mmmqp90FuwXuImxWh-A,1635088290433,1175.38123,1616.3573,77,0,75,28.4375,28.6,2593
-MmmqslLG8fM7xMqiUIM,1635088305239,1208.70618,1760.5697,77.1,0,75,28.4375,28.6,2594
-MmmqwNirtlo0ntuMHDw,1635088320046,986.56628,1356.8866,77.1,0,75,28.4375,28.6,2595
-Mmmr--W8RMdvyPsXmTQ,1635088334881,1123.26184,1570.5033,77.2,0,75,28.4375,28.7,2596
-Mmmr2c9iwIR_j9tuObn,1635088349706,1175.38123,1570.5033,77,0,76,28.4375,28.6,2597
-Mmmr6U7mkDcWD2TP875,1635088365513,1093.68274,1570.5033,77,0,75,28.4375,28.6,2598
-MmmrA66i5TvTmTpINeS,1635088380359,957.75342,1525.72095,77.1,0,75,28.4375,28.6,2599
-MmmrDi_Dzc51K48Vs8Z,1635088395173,1107.6405,1460.51025,77.3,0,75,28.4375,28.6,2600
-MmmrHL-MGFEUbkEuxLt,1635088409984,1091.05774,1570.5033,77.4,0,75,28.4375,28.6,2601
-MmmrKxSiTWavA7bST9o,1635088424797,1091.71362,1547.97961,77.3,0,75,28.4375,28.6,2602
-MmmrOZvEHmz96FPo-wD,1635088439611,1122.40686,1570.5033,77.5,0,75,28.4375,28.6,2603
-MmmrSCNI7x0Y8vr994k,1635088454489,1074.68213,1570.5033,77.5,0,75,28.4375,28.6,2604
-MmmrVp9YCKQan8bHL9A,1635088469322,1106.97485,1547.97961,77.4,0,75,28.4375,28.6,2605
-MmmrZRSIctThsiF5FcD,1635088484126,1123.08203,1570.5033,77.4,0,75,28.4375,28.6,2606
-Mmmrc2uBrrywPZV4in9,1635088498939,1122.40686,1525.72095,77.5,0,75,28.4375,28.6,2607
-MmmrffSDOYBagHk4Wzq,1635088513757,1089.09119,1570.5033,77.7,0,75,28.4375,28.6,2608
-MmmrjHn6JT0JSU88lnc,1635088528563,1154.48352,1570.5033,77.6,0,75,28.4375,28.6,2609
-MmmrmubkvaZ8jN7jgBS,1635088543400,1171.15088,1570.5033,77.6,0,75,28.4375,28.6,2610
-Mmmrql0Xpq0UoJuzg6o,1635088559170,1089.09119,1547.97961,77.7,0,75,28.4375,28.6,2611
-MmmruNiemCD34ko6itt,1635088573998,1138.01135,1593.29517,77.6,0,75,28.4375,28.6,2612
-Mmmry-5P3p53K_vRP2q,1635088588806,1171.15088,1836.55725,77.6,0,75,28.4375,28.6,2613
-Mmms0bOiYue23DDm1Gn,1635088603609,1139.19812,1503.7251,77.6,0,75,28.4375,28.5,2614
-Mmms4DcC4p0Re738xjU,1635088618409,1154.48352,1570.5033,77.6,0,76,28.4375,28.6,2615
-Mmms7r-II3Y3XWBB_Lz,1635088633281,1121.73218,1570.5033,77.6,0,75,28.4375,28.6,2616
-MmmsBW-wG7AP06aC9A-,1635088648257,1121.73218,1570.5033,77.6,0,75,28.4375,28.6,2617
-MmmsF7ZCoaMTCixfAWx,1635088663076,1138.69617,1593.29517,77.5,0,75,28.4375,28.6,2618
-MmmsIk9J4wqvQ3pWiGp,1635088677898,1171.85535,2052.58374,77.5,0,75,28.4375,28.6,2619
-MmmsMMXMeLxH2aVJ5Hv,1635088692707,1123.08203,1570.5033,77.4,0,75,28.4375,28.6,2620
-MmmsPzJeHI3FPj0EmVO,1635088707540,887.62927,1297.63794,77.3,0,75,28.4375,28.6,2621
-MmmsTam9DoJsZl1r1oh,1635088722354,1156.56726,1639.69299,77.3,0,75,28.4375,28.6,2622
-MmmsXD9Z21CXlvskTnu,1635088737162,1123.08203,1547.97961,77.4,0,75,28.4375,28.6,2623
-Mmmsa3RUGKyJm_eNfFA,1635088752924,1122.40686,1547.97961,77.5,0,75,28.4375,28.6,2624
-Mmmsdfs8cHXEIZT80U3,1635088767736,1090.40198,1547.97961,77.5,0,75,28.4375,28.6,2625
-MmmshIZ2bE_lGqJyXEU,1635088782564,1123.08203,1570.5033,77.4,0,75,28.4375,28.6,2626
-MmmskvJ955IxB7NuKBb,1635088797396,1122.40686,1570.5033,77.5,0,74,28.4375,28.6,2627
-MmmsoXuINKSRNt8Bw3Q,1635088812219,1139.38049,1570.5033,77.4,0,75,28.4375,28.6,2628
-Mmmss9qS2N3DvDrQXa8,1635088827062,1014.25,1593.29517,77.4,0,75,28.4375,28.6,2629
-MmmsvmMVRc_0Hlg8yJW,1635088841879,887.09589,1240.50366,77.4,0,75,28.375,28.6,2630
-MmmszPxR6TY4g1ElHpF,1635088856766,1121.73218,1570.5033,77.6,0,75,28.4375,28.6,2631
-Mmmt21-uqTKVaj4gHg4,1635088871552,1121.73218,1570.5033,77.6,0,75,28.4375,28.6,2632
-Mmmt5ewW_KfrWtZCaWh,1635088886461,1122.40686,1593.29517,77.5,0,75,28.4375,28.6,2633
-Mmmt9HjaaM01CF6zrmT,1635088901295,1122.40686,1836.55725,77.5,0,75,28.375,28.6,2634
-MmmtCuMHRafQAE98j7p,1635088916119,1106.30957,1570.5033,77.5,0,75,28.375,28.6,2635
-MmmtGYpH8iNGuUzbMMv,1635088931061,1091.05774,1503.7251,77.4,0,75,28.375,28.6,2636
-MmmtKQDNjVNi8wa-7zC,1635088946895,1074.68213,1570.5033,77.5,0,75,28.375,28.6,2637
-MmmtO4T9PJFYkMBbymK,1635088961886,1155.1781,1570.5033,77.5,0,75,28.375,28.6,2638
-MmmtRhCHCjAn6GpUN_C,1635088976718,1089.74646,1570.5033,77.6,0,75,28.375,28.6,2639
-MmmtVK1xzHu6ROucRld,1635088991555,1154.48352,1570.5033,77.6,0,75,28.375,28.6,2640
-MmmtYwTA5btH8hBwLMG,1635089006366,927.39551,1259.31775,77.5,0,75,28.375,28.6,2641
-MmmtbYvBdZ0WYAS2sfC,1635089021179,1122.40686,1735.82507,77.5,0,75,28.375,28.6,2642
-MmmtfAujbnhswnP3zN4,1635089036026,1074.03577,1460.51025,77.6,0,75,28.375,28.6,2643
-MmmtinzY1t7cOkg-onn,1635089050879,1122.40686,1570.5033,77.5,0,75,28.375,28.6,2644
-MmmtmQTcLQ7p7_39CU3,1635089065694,1138.01135,1616.3573,77.6,0,75,28.375,28.6,2645
-Mmmtq22RjPjXVZzcUVX,1635089080516,888.02045,1259.31775,77.4,0,75,28.375,28.5,2646
-MmmtteZ0jRqKGjkCn4Z,1635089095332,1224.3551,1687.19556,77.5,0,75,28.375,28.5,2647
-MmmtxGkjkEJ3k5qOPPz,1635089110129,1223.61963,1735.82507,77.6,0,75,28.375,28.5,2648
-Mmmu-t2oJxTJFWqMnmE,1635089124931,1156.38171,1616.3573,77.5,0,75,28.375,28.5,2649
-Mmmu3jqqESrbo_OZpdA,1635089140727,1225.0907,1711.36816,77.4,0,75,28.375,28.5,2650
-Mmmu7MWYq3xCUvm1RAc,1635089155554,1224.3551,1836.55725,77.5,0,75,28.375,28.5,2651
-MmmuAz2f7kuH4oOfsf0,1635089170372,1075.80225,1570.5033,77.5,0,75,28.375,28.5,2652
-MmmuEadW0xFeYO4Obyi,1635089185194,1369.3855,1969.22925,77.6,0,75,28.375,28.5,2653
-MmmuICxGkEvqLU60h8b,1635089199998,1407.98914,1942.07825,77.6,0,75,28.375,28.5,2654
-MmmuLpUc0LRNSW2m_jT,1635089214816,1369.3855,1836.55725,77.6,0,75,28.375,28.5,2655
-MmmuPRmnz1Z26IJLpNf,1635089229619,1275.93054,1785.60461,77.7,0,75,28.375,28.5,2656
-MmmuT3DMWo-2EtjbaOS,1635089244431,1312.33972,1570.5033,77.7,0,75,28.375,28.5,2657
-MmmuWfZFmZUkZ5j_ftW,1635089259237,1330.06396,1836.55725,77.8,0,75,28.375,28.5,2658
-Mmmu_IA3XPcxMxPbwRW,1635089274060,1330.86389,1785.60461,77.7,0,75,28.375,28.5,2659
-MmmucuaNbNcX8GBXLHe,1635089288871,1388.57605,1969.22925,77.6,0,75,28.375,28.5,2660
-MmmugWxpxfjN0hZMQ3Q,1635089303677,1350.41589,1810.93262,77.6,0,75,28.375,28.5,2661
-Mmmuk8EMVfHhAQIiCXH,1635089318480,1407.98914,1915.23816,77.6,0,75,28.375,28.5,2662
-Mmmuo-LsRnhuwzqoDgA,1635089334294,1388.57605,1915.23816,77.6,0,75,28.375,28.5,2663
-MmmurbsY2w1H4F1oeAJ,1635089349113,1349.60413,1942.07825,77.7,0,75,28.375,28.5,2664
-MmmuvE4xW4S4F6-eBfm,1635089363910,1348.79321,1969.22925,77.8,0,75,28.375,28.5,2665
-MmmuyqE42V1SwrkCa0E,1635089378704,1367.73999,1969.22925,77.8,0,75,28.375,28.5,2666
-Mmmv1SSEA8nqR-gGJL8,1635089393502,1347.98193,1969.22925,77.9,0,75,28.375,28.5,2667
-Mmmv53xEbPSwMnma6NJ,1635089408317,1347.98193,1942.07825,77.9,0,75,28.375,28.5,2668
-Mmmv8gHGrShrj4kJ_AG,1635089423122,1027.8457,1570.5033,77.8,0,75,28.375,28.5,2669
-MmmvCI_gThf2VUxB6Tc,1635089437925,1406.29688,1969.22925,77.8,0,75,28.375,28.5,2670
-MmmvFuwZBESjy1jO8cd,1635089452732,1407.1427,1969.22925,77.7,0,75,28.375,28.5,2671
-MmmvJX5Q0TwIi0EafWQ,1635089467527,1425.91162,1969.22925,77.8,0,75,28.375,28.5,2672
-MmmvN8_ymYfCJHlIko8,1635089482341,1406.29688,1942.07825,77.8,0,75,28.375,28.5,2673
-MmmvQkiaMbI-WP-s9cN,1635089497135,1407.1427,1969.22925,77.7,0,75,28.375,28.5,2674
-MmmvUOfoHse6UfvjTz3,1635089512043,1407.1427,1969.22925,77.7,0,75,28.375,28.5,2675
-MmmvYFll5TkIgMYoZzx,1635089527857,1407.1427,1969.22925,77.7,0,75,28.375,28.5,2676
-MmmvasIg8WvqrAzA5nz,1635089542676,1312.33972,1942.07825,77.7,0,75,28.375,28.5,2677
-MmmveUdFxPdq3N3e9_A,1635089557481,1407.1427,1969.22925,77.7,0,75,28.375,28.5,2678
-Mmmvi77KYE5_ifwkJQv,1635089572360,1312.33972,1888.70728,77.7,0,75,28.375,28.5,2679
-MmmvljVRGWAqBUVGVD9,1635089587169,1407.1427,1969.22925,77.7,0,75,28.375,28.5,2680
-MmmvpLnG8axYXFix0zf,1635089601972,1388.57605,1969.22925,77.6,0,75,28.375,28.5,2681
-MmmvsyVKUEQ5NgGHbky,1635089616800,1369.3855,1836.55725,77.6,0,75,28.375,28.5,2682
-Mmmvwa9nKTgjFkd03w1,1635089631627,1387.74158,1942.07825,77.7,0,75,28.375,28.5,2683
-Mmmw-CiXI_XsmpJ20Yz,1635089646447,1387.74158,1888.70728,77.7,0,75,28.375,28.5,2684
-Mmmw2p87_HB2M0Qwqr0,1635089661258,1407.1427,1969.22925,77.7,0,75,28.375,28.5,2685
-Mmmw6Rfqos82GOTrUP6,1635089676076,1368.5625,1888.70728,77.7,0,75,28.375,28.5,2686
-MmmwA39J8VfSMr3VLdn,1635089690891,1406.29688,1969.22925,77.8,0,75,28.375,28.5,2687
-MmmwDfq7lmtepcB0al3,1635089705718,1386.07349,1942.07825,77.9,0,75,28.375,28.5,2688
-MmmwHWj2c8YXHUQYMRc,1635089721455,1367.73999,1969.22925,77.8,0,75,28.375,28.5,2689
-MmmwL82Epja6yqt2dA8,1635089736260,1073.2179,1503.7251,77.9,0,75,28.375,28.5,2690
-MmmwOkWVW3v7q1nL9KJ,1635089751074,1349.60413,1915.23816,77.7,0,75,28.375,28.5,2691
-MmmwSMl0u_47po_TfEK,1635089765873,1330.06396,1942.07825,77.8,0,75,28.375,28.5,2692
-MmmwW-1p8Du246nIqio,1635089780738,1122.22693,1570.5033,77.7,0,75,28.375,28.5,2693
-MmmwZbXXYqsvVuKEwCA,1635089795555,1406.29688,1969.22925,77.8,0,75,28.375,28.5,2694
-MmmwcE0fXKUTPa03yIF,1635089810369,1122.22693,1547.97961,77.7,0,75,28.375,28.5,2695
-MmmwfqGS5vvaZKwb5SH,1635089825170,1310.76233,1888.70728,77.9,0,75,28.375,28.5,2696
-MmmwjSL3EhPOAoBRGiM,1635089839959,1406.29688,1915.23816,77.8,0,75,28.375,28.5,2697
-Mmmwn3dI7xiLLsWCFcJ,1635089854761,1121.55249,1525.72095,77.8,0,74,28.3125,28.5,2698
-MmmwqgHO9EvremcrCky,1635089869586,1311.55078,1942.07825,77.8,0,75,28.3125,28.5,2699
-MmmwuIvZ-_iOBVS4ZeL,1635089884411,1368.5625,1888.70728,77.7,0,75,28.3125,28.5,2700
-MmmwxvKEOvGiBbd4VlB,1635089899221,1366.91748,1915.23816,77.9,0,75,28.3125,28.5,2701
-Mmmx0m5pzpIZwz5THfn,1635089915014,1367.73999,1915.23816,77.8,0,75,28.3125,28.5,2702
-Mmmx4ONjjY62TA6RJdP,1635089929816,1368.5625,1915.23816,77.7,0,75,28.3125,28.5,2703
-Mmmx8-yQDAFstEDFllV,1635089944639,1058.34131,1969.22925,77.8,0,75,28.3125,28.5,2704
-MmmxBciVsLESzKir5RF,1635089959471,1350.41589,1862.48096,77.6,0,73,28.3125,28.5,2705
-MmmxFFEyfJ6H82hscHB,1635089974287,1090.22717,1377.11694,77.7,0,75,28.3125,28.5,2706
-MmmxIreBzTfPDwkwKfk,1635089989099,1368.5625,1888.70728,77.7,0,75,28.3125,28.5,2707
-MmmxMTzG3D7D1VE2plb,1635090003904,1368.5625,1836.55725,77.7,0,75,28.3125,28.5,2708
-MmmxQ5NK6HY6Bvil219,1635090018712,1310.76233,1969.22925,77.9,0,75,28.3125,28.5,2709
-MmmxTh_fou_JELgZgFB,1635090033509,1367.73999,1888.70728,77.8,0,75,28.3125,28.5,2710
-MmmxXJvMFXJDN5vsRI8,1635090048316,1348.79321,1862.48096,77.8,0,75,28.3125,28.5,2711
-Mmmx_wFOwUtaUAC2Ogg,1635090063121,1293.25171,1862.48096,77.8,0,75,28.3125,28.5,2712
-MmmxdYWAMyZ9Oy_38fB,1635090077921,1386.07349,1915.23816,77.9,0,75,28.3125,28.5,2713
-Mmmxh9iJO67dj6LgIX1,1635090092718,1346.36108,1915.23816,78.1,0,75,28.3125,28.5,2714
-Mmmxl-Z0DWJlNg1fGK0,1635090108453,1041.74841,1570.5033,78,0,75,28.3125,28.5,2715
-MmmxobwpdRyOwubdgUX,1635090123260,1404.60608,1969.22925,78,0,75,28.3125,28.5,2716
-MmmxsEHIh0RYJaPryd9,1635090138067,1347.98193,1915.23816,77.9,0,75,28.3125,28.5,2717
-MmmxvqcdXlmmE0ZHs1H,1635090152872,1367.73999,1915.23816,77.8,0,75,28.3125,28.5,2718
-MmmxzT6oiFUpp8xyszm,1635090167688,1349.38782,1915.23816,77.9,0,75,28.3125,28.4,2719
-Mmmy24ODzoTX71tDd5h,1635090182490,1368.34326,1942.07825,77.9,0,75,28.3125,28.4,2720
-Mmmy5ghIJA7QQISKtJg,1635090197293,1312.12915,1915.23816,77.9,0,75,28.3125,28.4,2721
-Mmmy9ydUC_4U4hI-fZT,1635090214825,1104.62561,1460.51025,78.1,0,76,28.3125,28.4,2722
-MmmyDaJyabBFr3k572K,1635090229653,1382.74133,1862.48096,78.3,0,75,28.3125,28.5,2723
-MmmyHGgw2w8o9h0S9st,1635090244717,1403.53601,1942.07825,78.3,0,75,28.3125,28.4,2724
-MmmyKuFvrwomrwE40Th,1635090259601,1405.22595,1915.23816,78.1,0,75,28.3125,28.4,2725
-MmmyOWclZb8tNvav7bA,1635090274408,1405.22595,1969.22925,78.1,0,75,28.3125,28.4,2726
-MmmySMfCnvn1tMFWNTY,1635090290156,1405.22595,1969.22925,78.1,0,74,28.3125,28.4,2727
-MmmyVz0Z5N4BsDaxNN0,1635090304962,1424.82544,1969.22925,78.1,0,75,28.3125,28.4,2728
-MmmyZaS6xqUbOHq8USB,1635090319774,1073.04578,1570.5033,78.1,0,75,28.3125,28.4,2729
-MmmycCuVudoiC4n_QN1,1635090334586,1384.18445,1942.07825,78.3,0,75,28.3125,28.4,2730
-MmmyfpU1xkmthAeyIPG,1635090349407,1364.23364,1969.22925,78.4,0,75,28.3125,28.4,2731
-MmmyjS5e5zQT2MKWftG,1635090364230,1402.69153,1969.22925,78.4,0,75,28.3125,28.4,2732
-Mmmyn3iHN59q3FV_Ecu,1635090379054,1401.84766,1969.22925,78.5,0,75,28.3125,28.4,2733
-MmmyqgNrBqFeqqvNcLD,1635090393880,1118.00415,1570.5033,78.5,0,75,28.3125,28.4,2734
-MmmyuImjFksiJz3iRj7,1635090408690,1403.53601,1969.22925,78.3,0,75,28.3125,28.4,2735
-MmmyxvKKnBD9II7XU1y,1635090423509,1402.69153,1942.07825,78.4,0,75,28.3125,28.4,2736
-Mmmz0Xf3F-Obh1ta_vI,1635090438316,1346.14502,1888.70728,78.3,0,74,28.3125,28.4,2737
-Mmmz48xP9xffRsJwrMl,1635090453117,1385.0177,1969.22925,78.2,0,75,28.3125,28.4,2738
-Mmmz7lL59mLCWJmeL1b,1635090467926,1404.38086,1639.69299,78.2,0,75,28.3125,28.4,2739
-MmmzBaohqMuENz4IuZt,1635090483636,1365.87634,1942.07825,78.2,0,75,28.3125,28.4,2740
-MmmzFDgs0LwRkJlhRu4,1635090498476,1026.44531,1460.51025,78.2,0,76,28.3125,28.4,2741
-MmmzIqgFhh3HS9rt2dX,1635090513324,1385.0177,1915.23816,78.2,0,75,28.3125,28.4,2742
-MmmzMTAXy7sSb9cQKEE,1635090528140,1385.0177,1969.22925,78.2,0,75,28.3125,28.4,2743
-MmmzQ9RaOHD_kydBvUv,1635090543260,1366.69824,1942.07825,78.1,0,75,28.3125,28.4,2744
-MmmzTm0VSQD1Heym_-N,1635090558082,1310.55212,1942.07825,78.1,0,75,28.3125,28.4,2745
-MmmzXOsCc9LwFRFDd3U,1635090572921,1406.07166,1969.22925,78,0,75,28.3125,28.4,2746
-Mmmza0aw3SUNXG5mObR,1635090587750,1406.91711,1969.22925,77.9,0,75,28.3125,28.4,2747
-MmmzdczMKkRPNmy7ByR,1635090602559,1407.76318,1915.23816,77.8,0,75,28.3125,28.4,2748
-MmmzhFKD2RLk8AqYHeA,1635090617366,1529.02673,2052.58374,77.8,0,75,28.3125,28.4,2749
-Mmmzks4I-uRVzFio1hR,1635090632197,1405.45129,1996.6958,77.9,0,75,28.3125,28.5,2750
-MmmzoWro3NwPmBbFaOB,1635090647160,1366.91748,1969.22925,77.9,0,75,28.3125,28.5,2751
-Mmmzs8Ew8XlqgOrqCj8,1635090661967,1347.17139,1888.70728,78,0,75,28.3125,28.5,2752
-Mmmzw-J02hEkgcWOD8E,1635090677780,1272.86499,1862.48096,78.1,0,75,28.3125,28.5,2753
-Mmmzzg4ZsXJpX8q8MZ5,1635090692870,1238.1239,1735.82507,78,0,75,28.3125,28.5,2754
-Mmn-2IUJfoPTrBBA97y,1635090707680,1309.974,1915.23816,78,0,75,28.3125,28.5,2755
-Mmn-5vNPmEaKg__4bto,1635090722521,1309.18628,1810.93262,78.1,0,74,28.3125,28.5,2756
-Mmn-9Xq3ByzdCmQfawQ,1635090737334,1290.9198,1616.3573,78.1,0,75,28.3125,28.5,2757
-Mmn-D9KZd0a5fj3DkOV,1635090752150,1273.63062,1888.70728,78,0,75,28.3125,28.5,2758
-Mmn-GmXeK5A3xtAZFS2,1635090767010,1204.69348,1735.82507,78,0,75,28.3125,28.4,2759
-Mmn-KOmneVq4QBQ9c17,1635090781811,1257.08411,1810.93262,78,0,75,28.3125,28.4,2760
-Mmn-O0CUMJIX0ZbmoUi,1635090796621,1347.76575,1915.23816,78.1,0,75,28.3125,28.4,2761
-Mmn-RcVQTEtYbc0Lftd,1635090811424,1405.22595,1735.82507,78.1,0,75,28.3125,28.4,2762
-Mmn-VEoLj-yjVXZVQ6M,1635090826229,1329.05115,1836.55725,78.1,0,75,28.3125,28.4,2763
-Mmn-YrD65t9AXm0mo8T,1635090841038,1308.97595,1969.22925,78.3,0,75,28.25,28.4,2764
-Mmn-bTST-UK7dVW0P44,1635090855837,1255.57251,1785.60461,78.2,0,75,28.25,28.4,2765
